id_jednostki,sektor,klasa,pkd,woj,waga,source,jedna_zmiana
d56f310c8eb8cd658a46c162cdd1e24a00a6b6c9,1,D,O,32,1,popyt,
a85a447fe79af2b2aafb622171d3f9e49ec4fc01,1,D,P,30,1,popyt,
6e87e1969e63e10ad8edb9f6d9a91a7af138f631,1,D,P,14,1,popyt,
6c31b31d9789caf2d309686f8ae2c4db5b7790d9,1,D,P,32,1,popyt,
6778e4ec20e38885e48091ae2cb313786dda0974,1,D,C,30,1,popyt,
10fe847b7d19284e9e310105c5acfaf8f1ccbc37,2,D,C,28,1,popyt,
78a09cd5682f459c06307a77244eebaebd542e20,1,D,M,30,1,popyt,
d2d450078a3692fcf35591910458368fe3f62727,1,D,O,16,1,popyt,
15974fb1b7d65fb6af15abb3a5cb44f4fe326898,1,D,H,14,1,popyt,
6f527aed2e4804cb89e48b509fee06f4472cbe05,1,D,M,14,1,popyt,
12bc469cb5096b89ad111f5e76b211c88cfc6fbb,1,D,K.L,24,1,popyt,
98fca374706556715a06d36aa35b43b5d6caede2,1,D,K.L,12,1,popyt,
94ce635093fc21b9c12d9e7c76ea8753cfb5f38c,1,D,K.L,30,1,popyt,
aa92d341b533cebd2025865df585035c713e2f6e,1,D,K.L,22,1,popyt,
826e4879dde9a3b58709a0613d4316d1d165115c,1,D,K.L,14,2,popyt,
77534581c08e3a1792566e08dbd9017be0731b4b,1,D,K.L,02,1,popyt,
68ec87fc6741144893b1ae1bcfd2ff07089bddd4,1,D,O,24,6,popyt,
7dfa0c61561e2dcc00ccc415122141101e696237,1,S,O,16,4,popyt,
e9703b4099e31d0dd41f4dba52eede7f1ec7d8bd,1,D,O,32,5,popyt,
5320ed90af880c3bc1d00af5c4aaa441d1a486eb,1,D,O,14,9,popyt,
b74d25774c2b203105462e4aaf8abd98f95eef80,1,D,C,26,1,popyt,
e3284b76b653711cc6fb620b049b7099ab8782ac,2,S,H,22,15,popyt,
a80edeb3badc2e64b504f855bc4589aecde1fb4c,2,D,G,14,1,popyt,
c2676dd657f6d37a19598d734531e745a8972c8a,2,D,H,22,1,popyt,
3e84e2d8f0ffc2c2384ce7be147e57c7295f34ac,1,D,H,22,1,popyt,
91aae00ea5a0b3d0a057898ab8f8d32cf564a5dd,1,D,O,22,1,popyt,
9880ce053418bcaa012c27bbea69119fe38b77d2,1,D,O,32,1,popyt,
f565add850a6abbe54e02dcddabd983ff769842c,1,D,O,22,1,popyt,
13dd72e6a66360797374553eb8e2c03b52476741,1,D,P,22,1,popyt,
4557df7fc6d33058ed1bcdb7fee2e3cc387a376c,1,D,O,02,1,popyt,
c31cef9a15ebe1d3844830f7a844aaddd3d1428f,1,S,K.L,20,1,popyt,
8918e34f86b52baaf9dc8c77602299f2d1b8fd88,1,D,K.L,02,1,popyt,
98e04df8fa8bbd507a8f01bd49c894211d9f2226,1,D,O,14,1,popyt,
56d8385e6b847f5687b869b31255095b560ecef0,1,D,O,04,1,popyt,
61681344607a322379d640c13a8f924e634a6d4c,1,D,O,22,1,popyt,
626763a3fd3169db812367e45b17c6ebd74ae01e,1,D,O,06,1,popyt,
a42a623d3ae4e924d43121c23d9349480e783e52,1,D,O,28,1,popyt,
d5ddf01fa5628bc60fb72875d187478b4b139247,1,D,O,16,1,popyt,
95f0d1dc1d09834ec36fb1e14fe758226a20e383,1,D,O,30,1,popyt,
fe91881316a5e97f20a75ab869b26b5c8bb331af,1,D,O,18,1,popyt,
a940ade8425046b15ffbe934c69faf4ee8f2d053,1,D,O,32,1,popyt,
a9259ec441d670d6ed4009d2bb26551f3684cd49,1,D,O,30,1,popyt,
5adef1e30d440553f09655c608d9b664f4bb484d,1,D,O,12,1,popyt,
9de88bc17afd47b560b16adff39edb1baa718318,1,D,M,14,1,popyt,
c2e4fe5c788a6ca90e9c18400d0694dd45cbc7f9,1,D,C,24,1,popyt,
facc2652b3edfec61942da12963c4d0f68e45a4e,1,D,C,30,1,popyt,
2b1b4d75d229730e4e70ad5890eff4104941637c,1,D,C,02,1,popyt,
4cebbfbd8f7c3a2c394605e869d5a2ae643df680,1,D,C,14,1,popyt,
1f2faed3a309822251c69332572740317d4680cf,1,D,P,14,1,popyt,
c73fb50f2a3e12d3e36fa3444c8f00e25df7fe87,1,D,P,12,1,popyt,
72825b4ccc92e5af7f7c04c9790a586e64c2c530,1,D,P,30,1,popyt,
e5e3cdf7f970a2148927df33109648bfd7939576,1,D,O,14,1,popyt,
a24275bec9e083bcc9a23649c276748d066dd2b5,1,D,O,14,1,popyt,
6d150fdf9eaa487db75b2506e827088816bae972,1,D,Q,32,2,popyt,
057fddc94c9b449b8321df4222b97194320b2a09,1,D,P,14,1,popyt,
7fea86cffc0cfdbd7afd810ae7cc90dc6db80da7,1,D,P,12,1,popyt,
33e3376df94d229b277b7a8aa672524a19da5da2,1,D,P,32,1,popyt,
fbfe2645acadfc05ef8b7beadb85f0e49bd62e51,1,D,P,22,1,popyt,
40f7ff5f88b4fd6029aad12f27d76dd68dd50af5,1,D,P,10,1,popyt,
b91a4eed24c292816b3212f907f05d5324ac32d3,1,D,R.S,32,1,popyt,
0e206d72d1ee709ca9e231abdbfdd8426092b9be,1,D,P,22,1,popyt,
090bc6ee1cf9d62981041db31f2737e21704176f,1,D,P,04,1,popyt,
6ba75875e8e61841bd833a8c5d250399e4c2832b,1,S,P,32,6,popyt,
29aed2d7f93f3a5c8e93a075bae0b68189feda89,1,D,P,32,1,popyt,
3c7a652b6e9c3df6080669cf99940017c84aade4,1,D,P,24,7,popyt,
0b92c33b92191ef2afaf4ea5b997802c2db2bda8,1,D,Q,10,2,popyt,
4cf34530acf42db58ea6c81ed9468c0e41c0fb54,1,D,P,14,8,popyt,
845881e2112036dc61be573f1bb2e833a6d011e6,1,S,R.S,02,1,popyt,
cd4990f8de1e7de32aff1d0733a4d377681dad81,1,D,P,02,1,popyt,
54217dd976cb3d3cba9a6366367ce78b32c2dcf2,1,D,Q,12,1,popyt,
7cb3c30e5478a55a3c8edda0e51ef27009327dfd,1,D,Q,04,1,popyt,
17076df3722b1f0bc8acd8b047a9a8212b027bcc,1,D,P,06,1,popyt,
2e466305a4e4430e37453e0d7332d037716538df,1,S,I,06,1,popyt,
56ead18af1461fa89b367835ae0f5fb1c765e1f7,1,S,P,02,7,popyt,
90ee1d3a0f47e0654009c3460695e00ee7bbaabe,1,D,P,32,1,popyt,
00ff051a61359fae19f3ffd4fb5751354701620a,1,D,P,28,1,popyt,
5821095d261d8bcdbd51b2d41b728088b031adb9,1,S,Q,24,12,popyt,
92519c47f52f40e5d1fe0c46b94e30eb8f0bd51d,1,S,P,10,6,popyt,
2d46a558df2cb33807c1f69fd0b306a5daf064be,1,D,P,32,1,popyt,
4440faa8afafc894a6bd574dd41b6bccf09b22d8,1,D,P,22,1,popyt,
85b0a5e1014b38ee70b30a5762c24c2c5fcb6033,1,D,P,22,1,popyt,
3b774207dfe996883d0dde480e8a0899d9c8934b,1,D,P,10,1,popyt,
0a34126f95f83ef8f58bdd5db0e7400c358640fe,1,D,P,32,1,popyt,
eebbb54e8a3cacbcfa87f4a241f5920153d3aa55,1,D,I,22,2,popyt,
ec817ca0c86696c4d7dbfc22f3833c579838edf3,1,D,P,32,2,popyt,
3a19314696a2cd32dd33ae1d51c204f61070e2d9,1,D,P,32,1,popyt,
00a4f59d34c72a9fe1ae2ce67536e2febbc970b6,1,D,P,22,1,popyt,
a8c89454049806ddd86d56589cb315bbdf0b2508,1,S,Q,08,1,popyt,
16a6f654e1b1fd7533d355370301db2c69b29ee9,1,D,P,30,1,popyt,
7e09ba3e7ed5493a76b08ce9d68dd20791ca092b,1,S,M,32,7,popyt,
0f8d8fd5edd65222705257a20d7e3462d946e640,1,D,P,30,1,popyt,
de4e482d9e055a38d0d1e341dc3e040dfdd28ee5,1,S,I,30,13,popyt,
86ad80bfe35bf6ecb665c69cdde1b6e2a9fa4b96,1,D,P,14,1,popyt,
98c189f08be8e3b3284cf15f066c3ea762d44c5a,1,D,P,14,1,popyt,
a8853f84748fb0fbd344ab2aac70f262a2c68f81,1,D,P,14,1,popyt,
d7f075f6387a2fed8b3c69adcc4693efe168e23d,1,D,P,14,2,popyt,
4acf32d30ca63f32850d31def814e9451622d451,1,D,O,14,1,popyt,
074cc2d29648051eca02227a744ad421c760d8de,1,D,P,24,1,popyt,
caa8d2fb921c0ff7e61ddb56418e111a2440ffd0,1,D,R.S,12,1,popyt,
13360e6f66364251187c0303d22d7192bc5d9fe6,1,D,R.S,30,1,popyt,
8f9b241a6177f7fb474c94d1d97b93b001d800fc,1,D,R.S,12,1,popyt,
822922178cf0b3ffdfe396ef5cdec379cdcb96f7,1,S,R.S,14,6,popyt,
960b95a9b946705810617e1f869d70fbc0f735a7,1,D,P,10,1,popyt,
cd48c16c3be4e25dee127766783980039fb2aff7,1,S,R.S,32,1,popyt,
092cf7ee5cfcf40cfd4979beb7376f4d3a2aeb55,1,D,P,12,1,popyt,
f74c20346c3d101045d884f438b3951b91ffffe6,1,D,R.S,24,1,popyt,
ff7926b63f845ec13588417e2a337ab887fd5c43,1,D,R.S,12,1,popyt,
c095e3306b3c8660f32e7e2e6bbcb19053bf08b8,1,D,R.S,30,1,popyt,
9fcbd13981b0f568811697c2794e2c507ad30f4c,1,D,R.S,02,1,popyt,
a8a808889b027b67b641d7578e5ac1d822bbe4c6,1,D,R.S,20,1,popyt,
9cd5affd7bf39b426d4ddbfc487eb06fbcd33f8d,1,D,R.S,18,1,popyt,
bd94453f0c0d18ead627225615e4d1943c3be199,1,S,R.S,02,1,popyt,
481272196c49ab8b34df2681b62d91d182a40f31,1,D,R.S,32,1,popyt,
17fd2ebf808ca85f3297f6aa0611a3f11b1ce8da,1,D,P,14,1,popyt,
cd7614d9daf67ca6556ebd76b45b741f7758eccb,1,D,P,24,1,popyt,
d031b01f8940f79a4a1a9a930f252578d7b9ea31,1,S,R.S,32,1,popyt,
47b0ac807d3512b5a5dab7b6d8e28fe82f3a1949,1,S,R.S,24,1,popyt,
c7434e29f0b61dfb1b6bc0187cf555a3680d1f61,1,S,R.S,32,1,popyt,
6a52100b5873309a5ecfd24ff711beda49228370,1,D,P,06,1,popyt,
6204f450e7ec25d72bd04866c835a4c6a5f69a1c,1,D,R.S,24,1,popyt,
f65862cecef4b8d3995a422943442a4b2ae01b17,1,D,R.S,30,1,popyt,
16198def04244006f827d4148b7db745e01a55cd,1,S,P,18,7,popyt,
55d07cfe37c6f9ac3e89814c58dee1669e1c646d,1,S,R.S,20,1,popyt,
8c543c168e9069e1ffbd6971053ed41773089ea1,1,S,R.S,04,2,popyt,
a3444bcfc8ed01d985a1c57f0ccfe7e4946969d1,1,S,R.S,32,1,popyt,
dabe49950304ac325b7b56644bce53f1e7547d58,1,D,O,14,1,popyt,
69ad6b049a6644be3b095e9dc6cbe2ea8d755d3f,2,D,Q,14,1,popyt,
c35a57a625b7498e76100460eccae92a12257c82,2,D,Q,02,1,popyt,
49c9ca1458d1e651928c41669f993afcc3320e8e,1,D,M,14,1,popyt,
af9352294aef4e117c1970fbdd8932d7967dbccf,1,D,Q,14,1,popyt,
fcc0deb35cc83d329f9cb62387886a4e30a4b3b1,1,D,Q,12,1,popyt,
61523d285532e8b855c9ce4faa65a0e3fdc20a48,1,D,P,20,1,popyt,
902a04436773085b546fc17e68f97ab261d38e44,1,D,Q,20,1,popyt,
64086ad5a7ecde7c2d35fd87daf25b86f292c83f,1,D,P,22,1,popyt,
d2318800e435084ce2efc66cff1f18a976b274fc,1,D,Q,12,1,popyt,
53a5e2f3681fb728c7bb6fa90336a510eaae3068,1,D,Q,32,1,popyt,
063cbe5caf278021ba19be0a32d95f6e20b2be45,1,D,P,24,1,popyt,
1c800ced9920867dc601d7b512ff0243661141ca,1,D,P,14,1,popyt,
6701ffe982041dae087da87834eb0ba7a869daee,1,S,Q,22,12,popyt,
4a2fa576a7b148995dceb4e06835a921bd488376,1,D,Q,08,1,popyt,
143097a327655a8f2b4dd399ae7108579d76eb0f,1,D,Q,14,1,popyt,
a6cea287f5d298d5336dfef7fb42abfaf0fd6a7c,1,D,Q,14,1,popyt,
d540495fcfeec65ee60c933b2b65165b369107a6,1,D,Q,06,1,popyt,
ee7a7d907a188253fddf20417d123c468da82e30,1,D,Q,16,1,popyt,
08fd873482aee6148ca5f0b94049a6413f023646,1,D,Q,02,1,popyt,
23d7d194873d1ed94a0da8335202180038880c23,1,D,Q,30,1,popyt,
e92ebe3ef5423ba7196c2b2493d04a415da5097c,1,S,P,22,7,popyt,
9f689098df080b9ae0602251f4cc4ec02f17bb68,1,D,Q,30,1,popyt,
54abbe414a0b7ae4ae250f0b9262fa2e3455ca8a,1,D,Q,02,1,popyt,
080536ed14610a8c3a7ce3853112e1f005126673,1,D,Q,30,1,popyt,
2f4db67402249e27290a78bc9af42cf772633d79,1,D,Q,16,1,popyt,
d9d488a55da08b4c279f0d0f14c4f75ec65eb7c5,1,D,Q,14,1,popyt,
9c120091ea3f71e4edd5d36779e51d380802c2eb,1,D,Q,18,1,popyt,
4aad1445fbd409c2be74050be58d850d616c4973,1,D,Q,24,1,popyt,
7d4725853d709504e8fb09be08724cb0f2ee2f1d,1,D,Q,08,2,popyt,
3f6022d0c4b81fddc86aa6682c60f7857503a53b,1,D,Q,20,1,popyt,
d365c66d2c6dceb92557a27a3fb646076ce23db0,1,D,Q,12,1,popyt,
5310f1ea3c9c062deb7946085f73be86abf5f003,1,D,Q,24,1,popyt,
ec9005bfd0b5f5a770e1ffc8643477f08c75a04e,1,D,Q,22,1,popyt,
1398c369e23cfadc84af436506d9cfa2a857dfef,1,D,Q,02,1,popyt,
16818d4666561155cc4600f14ad2380dc7b3f4fd,1,D,O,04,1,popyt,
754d448b3a39f8484738c3436bcbf672e3dfb3dd,1,D,Q,22,1,popyt,
0e21a0a09b19c27147975ed37523335ee5db8cf0,1,D,O,30,1,popyt,
96ffe6b2e6fd1c8a27bc36066f9bd0d1eb8beef2,1,D,Q,02,1,popyt,
3a8c475544bad0a2076aea1606f363b718bdbe4e,1,D,Q,10,1,popyt,
5c19f5b36091b745d6bf1c6e8b18bccb7af08ad3,1,D,Q,10,1,popyt,
3c8f23b7705174e15e73312d1110ff0da0c8776c,1,D,Q,10,1,popyt,
683dae4734f9801308bb1a44c93633c37583ab89,1,D,Q,16,1,popyt,
b29d8cf09cd4e2c712449f8b43dec001bd60f281,1,D,Q,04,1,popyt,
88c51ad5b8db632744667d3c2d1d61807c30facf,1,D,Q,14,1,popyt,
543d5a8809ee375a51db04deaf34c1c79dd05739,1,D,Q,02,1,popyt,
b4df9edba1163d37884615fac0233044a5feede3,1,D,Q,04,1,popyt,
18ecdef68c93185be63229793f85af00b1b4a2f6,1,D,Q,32,1,popyt,
1c0a6107af4729f082dfbbb59531a592829b860f,1,D,Q,04,1,popyt,
bedf8677102c3dd1f2fd5be9ba1ae4d768d9aa8a,1,D,Q,12,1,popyt,
844192ec6e28778f213900eb1d2ce40eb41efa69,1,D,Q,12,1,popyt,
572da1beff1f21543e45c6c4061471974a05b5d7,1,D,Q,28,1,popyt,
f63db8491bba13502308393e92f28e452f91c9b7,1,D,Q,10,1,popyt,
b184662f8ac25badee7b6fa562e0a33e1e1f7b95,1,D,Q,12,1,popyt,
8565b60043fde2702b4e997b7ce2f9e7611cf76e,1,D,Q,18,1,popyt,
7fb7a0ddad20c3a8556ee8325dd05e6b70faf43a,1,D,Q,10,1,popyt,
040939e86a0d725a53830bc6457f25107e4f6f3a,1,D,Q,04,1,popyt,
756d7fad5b7f5764ac12ee6526c96e4ea91b7ac5,1,D,Q,24,1,popyt,
d9ea3d83098f66533db4e4437b397d831b55a1f4,1,D,Q,10,1,popyt,
792ce6bc531442d447c813774be4ed7cc29ff321,1,D,Q,12,1,popyt,
a3e2b9feab8ee48833376e32121352f1020c5afd,1,D,Q,14,1,popyt,
6490983c07bb93991e7f2bdbed6cabe1edceb644,1,D,O,12,1,popyt,
3fba1537ff977a7b4313b34dab2a7c2aee002685,1,D,Q,14,1,popyt,
6d31260dab1651f3079e5df98b6aea3b2859828f,1,D,Q,14,1,popyt,
077eef427f8f408d68a77fca8d4113e51a82e8ab,1,D,Q,14,2,popyt,
296a0b097669cbf5839953cba816c496ab183bb0,1,D,Q,14,2,popyt,
f2401732debcc1d2b00b29320ae35d0fca815117,1,D,Q,24,1,popyt,
b59ae266ca115a557218c991865dec0c87721006,1,D,Q,24,1,popyt,
cc9a90150dc807cea1fd88cb7179fdddbb6df11d,1,D,Q,12,12,popyt,
0b1f564fb491ce063cd25f87d0d25cf28b4165b8,1,D,Q,12,1,popyt,
be451003ec5ea5027f527587a09b532a4a70d42e,1,D,Q,14,1,popyt,
7ae56adeb5456ee7fdc32c2afba17b2114b71dbf,1,S,O,22,5,popyt,
861e7caef711ffbc2f8b58bfeab7002923008c2e,1,D,O,24,6,popyt,
bb2c4632406c71ebe352196bf6b82e545fd84675,1,D,O,24,1,popyt,
cfb2a3b6d0b43de63edaf5029be322b8c25b4ee5,1,S,O,24,6,popyt,
61b40b909aee93688179d88824f462de0dc4e355,1,D,Q,26,1,popyt,
2f56dd62bd00f8c8ad7462d21c5a365d47de65d6,1,D,Q,26,1,popyt,
96665bce3da5c2dfc819bfd80374edfb8bf62ada,1,D,Q,14,1,popyt,
d957269263ce531225b5b746167735a8b68b4b4e,1,D,Q,28,1,popyt,
a9c8afae7ac15e4eb6030db37d0c2aed04f75042,1,S,O,06,7,popyt,
9194203077330dabbd7271705e223300589a53a9,1,D,Q,24,1,popyt,
46e002c631ffcdf3124a07fb7ad74bae993d8f8c,1,D,Q,26,1,popyt,
d19b1f3e4f29de4ea38c7be87f5cf41adc5e7e0d,1,D,Q,12,1,popyt,
bf878a74e084551171e82f7ac0bc061928b67967,1,D,Q,12,1,popyt,
86fe9b5b3e4370a1219a6f77d4cc43c451288f01,1,D,Q,12,1,popyt,
1b8b89585ad2bc0ba1b7dacb5ea28c9625d72236,1,D,Q,32,1,popyt,
0443a231b63a930e928e13804b7ab06062657b4a,1,D,Q,14,1,popyt,
473733ba8fa0ac70d0d36d3c38c026bc0549d983,1,D,Q,12,1,popyt,
43bd8e98d3d4849015075c405cd22475c3c98e5c,1,D,Q,12,2,popyt,
014299fcfcc74676326a17cd787a645dff1fc5ab,1,D,Q,06,1,popyt,
6d4c7f4dd81e881649b23aaf5abc28e625ca90c0,1,D,Q,28,1,popyt,
a626b1b50a46ee403e1e7a6498b6cdff19307880,1,D,Q,30,1,popyt,
2983386240f8507f905815ddc95af5b307195e47,1,D,Q,18,1,popyt,
7a0ef37d9b06f21447941f5277073f070c66406a,1,D,Q,14,2,popyt,
21b93a442c3d04fdc04deceefb88903fab3cbe1d,1,D,Q,14,1,popyt,
2cb0b30314fc8afe933759b19f5ee1e36f638a1c,1,D,Q,14,1,popyt,
4f5c20a25504bafec4822a33f276ce5beb2815a5,1,D,Q,14,2,popyt,
a4cd7cdb7b626671221a68ff63af7758968b3092,1,D,Q,02,1,popyt,
c70cba1faa78f3438fadd3d544119791dbef6962,1,S,O,32,5,popyt,
eab8a1b056fea160084c24e514383fc092e7d109,1,D,Q,22,1,popyt,
1fe3bf072a67d5c503d70c88c36fd11ded5d9165,1,D,Q,26,1,popyt,
4c5dfcc51cfacc45b98c88eee2d02f85922af755,1,D,Q,06,1,popyt,
73d42cb7a5075e5804fcc8228c6841fc1fa1e0c3,1,D,Q,06,1,popyt,
9d15739ec8d53fe608adc9696b52a88e8f1d7d9f,1,D,Q,30,1,popyt,
06c8f50cca5279bb2984e499017900830c4b62ca,1,D,Q,30,1,popyt,
bc42bb210538d67f57d0b1a32e553c9c7d3f4dc7,1,D,Q,08,1,popyt,
c963c2dd07849967fbe3a3f5a45394fd4b32abb1,1,D,O,08,1,popyt,
acab18327a14641ffd69ab9854a3bcec645b8040,1,D,Q,24,1,popyt,
54598a309e35e920ea6f29837059c39a278e6625,1,D,Q,12,1,popyt,
4049d6d56d9e81e146276664203493a9fbb53e6d,1,D,Q,10,1,popyt,
192e4506a6d4439db6f255f25f7caf53cbafa1aa,1,D,Q,28,1,popyt,
357ad46b15d95ca27fb9f7dfd045a0f1a05778d9,1,D,Q,30,1,popyt,
af4d3cc88a00584450dca7920db16ce40a29d172,1,D,Q,30,1,popyt,
14edf4b2a9b7c0a58fb2ac8cfe9c19ebfa5e88b1,1,D,Q,30,1,popyt,
c4883450e2c52f1060d2650d1e90c0247aba1132,1,D,Q,14,1,popyt,
d04fbbbb845913f145e5bbc5a527db4d13741726,1,D,Q,14,1,popyt,
c0f8be046797432e776717f0dab039594bf39d3e,1,D,Q,14,1,popyt,
e70dfe8d4b74f0c8618ec3e4a768363b14c34297,1,D,Q,32,1,popyt,
